SECTION,STATION,SIGNAL NAME,CUMMULATIVE DISTANT(IN Meter)
BSP-NGP,SZB,SZB ADV STR,117711.00
BSP-NGP,SZB,NEU SEC,118344.00
BSP-NGP,SZB,A:A395,118845.00
BSP-NGP,SZB,A:A393,119793.00
BSP-NGP,SZB,SA G:A391,121428.00
BSP-NGP,SZB,L XING:429,121629.00
BSP-NGP,SZB,KMI HOME,121862.00
BSP-NGP,KMI,KMI STR,123222.00
BSP-NGP,KMI,KMI ADV STR,123791.00
BSP-NGP,KMI,L XING:430,123883.00
BSP-NGP,KMI,A:A389,125026.00
BSP-NGP,KMI,A:A387,126219.00
BSP-NGP,KMI,CCBIN HOME,127324.00
BSP-NGP,CCBIN,CCBIN STR,127847.00
BSP-NGP,CCBIN,GCBIN HOME,128931.00
BSP-NGP,GCBIN,GCBIN STR,129896.00
BSP-NGP,GCBIN,GCBIN ADV STR,130412.00
BSP-NGP,GCBIN,A:A385,131396.00
BSP-NGP,GCBIN,BIA HOME,132599.00
BSP-NGP,BIA,BIA STR,134221.00
BSP-NGP,BIA,BIA ADV STR,134973.00
BSP-NGP,BIA,NEU SEC,135550.00
BSP-NGP,BIA,SA G:A379,136418.00
BSP-NGP,BIA,L XING:440,136761.00
BSP-NGP,BIA,A:A377,137801.00
BSP-NGP,BIA,BPHB PH,138589.00
BSP-NGP,BIA,A:A375,139010.00
BSP-NGP,BIA,A:A373,140284.00
BSP-NGP,BIA,BQR HOME,141491.00
BSP-NGP,BQR,BQR STR,143251.00
BSP-NGP,BQR,BQR ADV STR,143820.00
BSP-NGP,BQR,DLBS HOME,145300.00
BSP-NGP,BQR,DURG HOME,146214.00
BSP-NGP,BQR,DURG INT HOME,146584.00
BSP-NGP,DURG,DURG STR,147926.00
BSP-NGP,DURG,DURG ADV STR,148421.00
BSP-NGP,DURG,SA G:A361,149353.00
BSP-NGP,DURG,L XING:,149564.00
BSP-NGP,DURG,SA G:A359,150688.00
BSP-NGP,DURG,L XING:,150873.00
BSP-NGP,DURG,A:A357,152527.00
BSP-NGP,DURG,RSM HOME,154199.00
BSP-NGP,RSM,RSM STR,155870.00
BSP-NGP,RSM,RSM ADV STR,156284.00
BSP-NGP,RSM,NEU SEC,158119.00
BSP-NGP,RSM,SA G:A351,159048.00
BSP-NGP,RSM,L XING:,159325.00
BSP-NGP,RSM,A:A349,160395.00
BSP-NGP,RSM,SA G:A347,162004.00
BSP-NGP,RSM,L XING:,162180.00
BSP-NGP,RSM,MUP HOME,162415.00
BSP-NGP,MUP,MUP STR,163509.00
BSP-NGP,MUP,L XING:,163783.00
BSP-NGP,MUP,A:A345,165959.00
BSP-NGP,MUP,A:A343,167661.00
BSP-NGP,MUP,PMS HOME,169178.00
BSP-NGP,PMS,PMS STR,170390.00
BSP-NGP,PMS,PMS INT STR,170773.00
BSP-NGP,PMS,PMS ADV STR,171229.00
BSP-NGP,PMS,A:A341,173028.00
BSP-NGP,PMS,A:A339,174850.00
BSP-NGP,PMS,DJ OPEN,175215.00
BSP-NGP,PMS,RJN HOME,177343.00
BSP-NGP,PMS,L XING:,177639.00
BSP-NGP,RJN,RJN STR,178499.00
BSP-NGP,RJN,RJN ADV STR,178955.00
BSP-NGP,RJN,A:A335,179620.00
BSP-NGP,RJN,A:A333,181143.00
BSP-NGP,RJN,A:A331,182302.00
BSP-NGP,RJN,A:A329,183759.00
BSP-NGP,RJN,SA G:A327,185469.00
BSP-NGP,RJN,L XING:,185662.00
BSP-NGP,RJN,SA G:A325,187213.00
BSP-NGP,RJN,L XING:,187418.00
BSP-NGP,RJN,BAKL HOME,187695.00
BSP-NGP,BAKL,BAKL STR,189009.00
BSP-NGP,BAKL,BAKL ADV STR,189419.00
BSP-NGP,BAKL,L XING:,189813.00
BSP-NGP,BAKL,SA G:A317,190991.00
BSP-NGP,BAKL,L XING:,191150.00
BSP-NGP,BAKL,SA G:A315,192653.00
BSP-NGP,BAKL,L XING:,192897.00
BSP-NGP,BAKL,SA G:A313,193694.00
BSP-NGP,BAKL,L XING:,193891.00
BSP-NGP,BAKL,A:A311,195000.00
BSP-NGP,BAKL,MUA HOME,195981.00
BSP-NGP,MUA,MUA STR,197095.00
BSP-NGP,MUA,L XING:,197253.00
BSP-NGP,MUA,MUA ADV STR,197593.00
BSP-NGP,MUA,DJ OPEN,198771.00
BSP-NGP,MUA,A:A305,199446.00
BSP-NGP,MUA,A:A303,200501.00
BSP-NGP,MUA,A:A301,201523.00
BSP-NGP,MUA,JTR HOME,202594.00
BSP-NGP,JTR,JTR STR,203807.00
BSP-NGP,JTR,JTR ADV STR,204223.00
BSP-NGP,JTR,L XING:,204446.00
BSP-NGP,JTR,A:A293,205536.00
BSP-NGP,JTR,SA G:A291,206995.00
BSP-NGP,JTR,L XING:,207169.00
BSP-NGP,JTR,DGG HOME,208718.00
BSP-NGP,DGG,DGG STR,210104.00
BSP-NGP,DGG,DGG ADV STR,210711.00
BSP-NGP,DGG,A:A289,211976.00
BSP-NGP,DGG,A:A287,212962.00
BSP-NGP,DGG,SA G:A285,214220.00
BSP-NGP,DGG,L XING:,214434.00
BSP-NGP,DGG,SA G:A283,215450.00
BSP-NGP,DGG,L XING:,215668.00
BSP-NGP,DGG,PJB HOME,216732.00
BSP-NGP,PJB,PJB STR,217899.00
BSP-NGP,PJB,PJB ADV STR,218227.00
BSP-NGP,PJB,SA G:A215,220099.00
BSP-NGP,PJB,L XING:,220307.00
BSP-NGP,PJB,DJ OPEN,220511.00
BSP-NGP,PJB,A:A213,222764.00
BSP-NGP,PJB,A :A211,224569.00
BSP-NGP,PJB,BTL HOME,225599.00
BSP-NGP,BTL,BTL STR,226652.00
BSP-NGP,BTL,L XING:,226753.00
BSP-NGP,BTL,BTL ADV STR,227333.00
BSP-NGP,BTL,A:A207,229118.00
BSP-NGP,BTL,SA G:A205,230172.00
BSP-NGP,BTL,L XING:,230464.00
BSP-NGP,BTL,A:A203,231173.00
BSP-NGP,BTL,A:A201,232205.00
BSP-NGP,BTL,DKS HOME,233244.00
BSP-NGP,DKS,DKS STR,234343.00
BSP-NGP,DKS,DKS ADV STR,234558.00
BSP-NGP,DKS,A:A199,236600.00
BSP-NGP,DKS,A:A197,237949.00
BSP-NGP,DKS,SA G:A195,239164.00
BSP-NGP,DKS,L XING:,239397.00
BSP-NGP,DKS,A:A193,240404.00
BSP-NGP,DKS,SA G:A191,241423.00
BSP-NGP,DKS,L XING:,241634.00
BSP-NGP,DKS,A:A189,242515.00
BSP-NGP,DKS,DJ OPEN,242988.00
BSP-NGP,DKS,SA G:A187,243442.00
BSP-NGP,DKS,L XING:,243874.00
BSP-NGP,DKS,SKS HOME,244543.00
BSP-NGP,SKS,SKS STR,245631.00
BSP-NGP,SKS,L XING:,245898.00
BSP-NGP,SKS,SKS ADV STR,246004.00
BSP-NGP,SKS,L XING:,246605.00
BSP-NGP,SKS,A:A185,247248.00
BSP-NGP,SKS,SA G:A183,248276.00
BSP-NGP,SKS,L XING:,248494.00
BSP-NGP,SKS,A:A181,248771.00
BSP-NGP,SKS,SA G:A179,250172.00
BSP-NGP,SKS,L XING:,250397.00
BSP-NGP,SKS,A:A177,251192.00
BSP-NGP,SKS,DNL HOME,252267.00
BSP-NGP,SKS,L XING:,252500.00
BSP-NGP,DNL,DNL STR,253633.00
BSP-NGP,DNL,DNL ADV STR,253923.00
BSP-NGP,DNL,A:A171,255049.00
BSP-NGP,DNL,SA G:A169,256010.00
BSP-NGP,DNL,L XING:,256268.00
BSP-NGP,DNL,SA G:A167,257225.00
BSP-NGP,DNL,L XING:,257435.00
BSP-NGP,DNL,AGN HOME,259580.00
BSP-NGP,DNL,L XING:,259792.00
BSP-NGP,AGN,AGN STR,260838.00
BSP-NGP,AGN,AGN ADV STR,261195.00
BSP-NGP,AGN,SA G:A165,262586.00
BSP-NGP,AGN,L XING:,262780.00
BSP-NGP,AGN,DJ OPEN,263007.00
BSP-NGP,AGN,A:A163,264418.00
BSP-NGP,AGN,SA G:A161,265598.00
BSP-NGP,AGN,L XING:,265834.00
BSP-NGP,AGN,SA G:A159,268114.00
BSP-NGP,AGN,L XING:,268318.00
BSP-NGP,AGN,A:A157,269518.00
BSP-NGP,AGN,GDM HOME,270521.00
BSP-NGP,GDM,GDM STR,271603.00
BSP-NGP,GDM,GDM ADV STR,272072.00
BSP-NGP,GDM,L XING:503,272264.00
BSP-NGP,GDM,SA G:A153,273288.00
BSP-NGP,GDM,L XING:,273475.00
BSP-NGP,GDM,A:A151,275594.00
BSP-NGP,GDM,SA G:A149,276802.00
BSP-NGP,GDM,L XING:,277011.00
BSP-NGP,GDM,A:A147,278349.00
BSP-NGP,GDM,A:A145,279834.00
BSP-NGP,GDM,DJ OPEN,280462.00
BSP-NGP,GDM,SA G:A143,280824.00
BSP-NGP,GDM,L XING:,281038.00
BSP-NGP,GDM,G HOME,282185.00
BSP-NGP,G,G STR,283596.00
BSP-NGP,G,G ADV STR,284215.00
BSP-NGP,G,L XING:,284326.00
BSP-NGP,G,SA G:A141,285029.00
BSP-NGP,G,L XING:,285223.00
BSP-NGP,G,SA G:A139,286211.00
BSP-NGP,G,L XING:,286435.00
BSP-NGP,G,SA G:A137,287208.00
BSP-NGP,G,L XING:,287403.00
BSP-NGP,G,A:A135,288387.00
BSP-NGP,G,A:A133,289395.00
BSP-NGP,G,SA G:A131,290418.00
BSP-NGP,G,L XING:,290764.00
BSP-NGP,G,A:A129,291439.00
BSP-NGP,G,SA G:A127,292430.00
BSP-NGP,G,L XING:,292664.00
BSP-NGP,G,A:A125,294140.00
BSP-NGP,G,A:A123,295125.00
BSP-NGP,G,GJ HOME,296190.00
BSP-NGP,GJ,GJ STR,297486.00
BSP-NGP,GJ,GJ ADV STR,297758.00
BSP-NGP,GJ,L XING:,297953.00
BSP-NGP,GJ,SA G:A121,299531.00
BSP-NGP,GJ,L XING:,299800.00
BSP-NGP,GJ,A:A119,300676.00
BSP-NGP,GJ,A:A117,301978.00
BSP-NGP,GJ,A:A115,302985.00
BSP-NGP,GJ,SA G:A113,303977.00
BSP-NGP,GJ,L XING:,304314.00
BSP-NGP,GJ,KWN HOME,304613.00
BSP-NGP,KWN,KWN STR,306101.00
BSP-NGP,KWN,L XING:,306313.00
BSP-NGP,KWN,KWN ADV STR,306404.00
BSP-NGP,KWN,DJ OPEN,307044.00
BSP-NGP,KWN,SA G:A111,307822.00
BSP-NGP,KWN,L XING:,308012.00
BSP-NGP,KWN,A:A109,308991.00
BSP-NGP,KWN,SA G:A107,309915.00
BSP-NGP,KWN,L XING:,310426.00
BSP-NGP,KWN,A:A105,310954.00
BSP-NGP,KWN,TRO HOME,311957.00
BSP-NGP,KWN,L XING:,312215.00
BSP-NGP,TRO,TRO STR,313521.00
BSP-NGP,TRO,A:A103,314617.00
BSP-NGP,TRO,SA G:A101,316102.00
BSP-NGP,TRO,L XING,316313.00
BSP-NGP,TRO,A:A99,317188.00
BSP-NGP,TRO,SA G:A97,318398.00
BSP-NGP,TRO,L XING,318611.00
BSP-NGP,TRO,A:A95,319405.00
BSP-NGP,TRO,A:A93,320609.00
BSP-NGP,TRO,MNU HOME,321929.00
BSP-NGP,MNU,MNU STR,323013.00
BSP-NGP,MNU,MNU ADV STR,323302.00
BSP-NGP,MNU,L XING,323439.00
BSP-NGP,MNU,A:A91,324381.00
BSP-NGP,MNU,A:A89,325447.00
BSP-NGP,MNU,A:A87,326433.00
BSP-NGP,MNU,A:A85,327515.00
BSP-NGP,MNU,A:A83,328518.00
BSP-NGP,MNU,SA G:A81,329815.00
BSP-NGP,MNU,L XING,329995.00
BSP-NGP,MNU,DJ OPEN,330626.00
BSP-NGP,MNU,A:A79,331037.00
BSP-NGP,MNU,TMR HOME,332041.00
BSP-NGP,MNU,L XING,332460.00
BSP-NGP,TMR,TMR STR,333374.00
BSP-NGP,TMR,L XING,333796.00
BSP-NGP,TMR,TMR ADV STR,334045.00
BSP-NGP,TMR,A:A77,335063.00
BSP-NGP,TMR,SA G:A75,336036.00
BSP-NGP,TMR,L XING,336257.00
BSP-NGP,TMR,A:A73,337820.00
BSP-NGP,TMR,SA G:A71,338923.00
BSP-NGP,TMR,L XING,339129.00
BSP-NGP,TMR,A:A69,340161.00
BSP-NGP,TMR,A:A67,341259.00
BSP-NGP,TMR,K HOME,342281.00
BSP-NGP,TMR,L XING,342493.00
BSP-NGP,TMR,K STR,343525.00
BSP-NGP,TMR,K INT STR,344440.00
BSP-NGP,TMR,K ADV STR,344614.00
BSP-NGP,TMR,SA G:A65,345554.00
BSP-NGP,TMR,L XING,345767.00
BSP-NGP,TMR,A:A63,346517.00
BSP-NGP,TMR,A:A61,347531.00
BSP-NGP,TMR,DJ OPEN,348043.00
BSP-NGP,TMR,A:A59,348572.00
BSP-NGP,TMR,BRD HOME,350189.00
BSP-NGP,BRD,BRD STR,351408.00
BSP-NGP,BRD,L XING:,351442.00
BSP-NGP,BRD,BRD ADV STR,351822.00
BSP-NGP,BRD,A:A55,353506.00
BSP-NGP,BRD,SA G:A51,356000.00
BSP-NGP,BRD,L XING:,356192.00
BSP-NGP,BRD,A:A49,357313.00
BSP-NGP,BRD,SA G:A47,358656.00
BSP-NGP,BRD,L XING:,358999.00
BSP-NGP,BRD,KT HOME,360182.00
BSP-NGP,KT,KT STR,361330.00
BSP-NGP,KT,KT ADV STR,361840.00
BSP-NGP,KT,A:A45,362710.00
BSP-NGP,KT,A:A43,364357.00
BSP-NGP,KT,A:A41,366257.00
BSP-NGP,KT,A:A39,368263.00
BSP-NGP,KT,RRL HOME,369378.00
BSP-NGP,RRL,RRL STR,370530.00
BSP-NGP,RRL,RRL ADV STR,370954.00
BSP-NGP,RRL,A:A37,372331.00
BSP-NGP,RRL,DJ OPEN,373066.00
BSP-NGP,RRL,A:A35,373694.00
BSP-NGP,RRL,TAR HOME,374907.00
BSP-NGP,TAR,TAR STR,376039.00
BSP-NGP,TAR,L XING:,376213.00
BSP-NGP,TAR,TAR ADV STR,376352.00
BSP-NGP,TAR,SA G:A33,377603.00
BSP-NGP,TAR,L XING:,377784.00
BSP-NGP,TAR,A:A31,378754.00
BSP-NGP,TAR,A:A29,379889.00
BSP-NGP,TAR,CHCR HOME,381277.00
BSP-NGP,TAR,L XING:,381594.00
BSP-NGP,CHCR,CHCR STR,382672.00
BSP-NGP,CHCR,CHCR ADV STR,383033.00
BSP-NGP,CHCR,A:A23,384159.00
BSP-NGP,CHCR,SA G:A21,385241.00
BSP-NGP,CHCR,L XING:,385421.00
BSP-NGP,CHCR,A:A19,386612.00
BSP-NGP,CHCR,SAL HOME,387905.00
BSP-NGP,CHCR,L XING:,388139.00
BSP-NGP,SALWA,SAL STR,389543.00
BSP-NGP,SALWA,A:A17,390654.00
BSP-NGP,SALWA,A:A13,392413.00
BSP-NGP,SALWA,NEU SEC,392735.00
BSP-NGP,SALWA,KNHN HOME,393505.00
BSP-NGP,KNHN,KNHN STR,395069.00
BSP-NGP,KNHN,KNHN ADV STR,395338.00
BSP-NGP,KNHN,A:A11,396702.00
BSP-NGP,KNHN,SA G:A9,397861.00
BSP-NGP,KNHN,KP HOME,398152.00
BSP-NGP,KNHN,KP STR,399391.00
BSP-NGP,KNHN,L XING,399612.00
BSP-NGP,KNHN,KP ADV STR,399712.00
BSP-NGP,KNHN,A:A5,400981.00
BSP-NGP,KNHN,A:A3,403146.00
BSP-NGP,KNHN,A:A1,404186.00
BSP-NGP,KNHN,KAV HOME,405688.00
BSP-NGP,KNHN,L XING:,406004.00
BSP-NGP,KNHN,KAV INT HOME,406414.00
BSP-NGP,KAV,KAV STR,407236.00
BSP-NGP,KAV,KAV ADV STR,407832.00
BSP-NGP,KAV,L XING:,408126.00
BSP-NGP,KAV,GATE IN DIST,409295.00
BSP-NGP,KAV,DJ OPEN,410502.00
BSP-NGP,KAV,GATE SIG,410806.00
BSP-NGP,KAV,L XING:,411016.00
BSP-NGP,KAV,NGP HOME,411618.00
BSP-NGP,KAV,NGP INT HOME,412463.00
BSP-NGP,KAV,NGP R HOME,412923.00
BSP-NGP,NGP,NGP STR,413811.00
BSP-GAD,BSP,BSP STR,0.00
BSP-GAD,BSP,BSP ADV STR,978.06
BSP-GAD,BSP,A:AJ2,1938.86
BSP-GAD,BSP,A:AJ6,3352.74
BSP-GAD,BSP,GTW HOME,4665.23
BSP-GAD,GTW,GTW STR,6023.99
BSP-GAD,GTW,GTW INT STR,7060.87
BSP-GAD,GTW,GTW ADV STR,7320.77
BSP-GAD,GTW,A:AJ10,8611.96
BSP-GAD,GTW,A:AJ14,9675.63
BSP-GAD,GTW,SAG:AJ18,10796.24
BSP-GAD,GTW,NEU SEC AHEAD,11571.67
BSP-GAD,GTW,JRMG HOME,11992.04
BSP-GAD,JRMG,JRMG STR,13411.90
BSP-GAD,JRMG,JRMG ADV STR,13749.49
BSP-GAD,JRMG,A:AJ22,15043.20
BSP-GAD,JRMG,A:AJ26,16390.27
BSP-GAD,JRMG,A:AJ30,17657.21
BSP-GAD,JRMG,A:AJ34,18799.73
BSP-GAD,JRMG,KTSH,19615.17
BSP-GAD,JRMG,A:AJ38,19977.61
BSP-GAD,JRMG,A:AJ42,21176.83
BSP-GAD,JRMG,A:AJ46,22261.04
BSP-GAD,JRMG,LATIA HOME,23750.89
BSP-GAD,LATIA,LATIA STR,24201.15
BSP-GAD,LATIA,AKT HOME,25401.66
BSP-GAD,AKT,AKT STR,26630.49
BSP-GAD,AKT,AKT ADV STR,26955.02
BSP-GAD,AKT,A:AJ52,27815.72
BSP-GAD,AKT,SAG:AJ56,28593.00
BSP-GAD,AKT,A:AJ60,29862.22
BSP-GAD,AKT,A:AJ64,31041.03
BSP-GAD,AKT,A:AJ68,32247.00
BSP-GAD,AKT,SAG:AJ72,33340.18
BSP-GAD,AKT,KPNA,33702.81
BSP-GAD,AKT,A:AJ76,34671.83
BSP-GAD,AKT,NEU SEC AHEAD,35583.31
BSP-GAD,AKT,A:AJ80,36069.75
BSP-GAD,AKT,A:AJ84,37337.59
BSP-GAD,AKT,A:AJ88,38680.46
BSP-GAD,AKT,NIA HOME,39763.80
BSP-GAD,NIA,NIA STR,41515.24
BSP-GAD,NIA,NIA ADV STR,42148.05
BSP-GAD,NIA,A:AJ92,43264.05
BSP-GAD,NIA,A:AJ96,44340.72
BSP-GAD,NIA,A:AJ100,45625.63
BSP-GAD,NIA,A:AJ104,46627.83
BSP-GAD,NIA,A:AJ108,47696.57
BSP-GAD,NIA,A:AJ112,48712.99
BSP-GAD,NIA,A:AJ116,49746.50
BSP-GAD,NIA,CPH HOME,50989.41
BSP-GAD,CPH,CPH STR,52401.40
BSP-GAD,CPH,CPH ADV STR,52872.89
BSP-GAD,CPH,NEU SEC AHEAD,53769.44
BSP-GAD,CPH,A:AG1,53971.29
BSP-GAD,CPH,SVNI HOME,54829.52
BSP-GAD,SIVNI,SVNI STR,55798.50
BSP-GAD,SIVNI,SA G:AG5,56742.98
BSP-GAD,SIVNI,SA G:AG7,57567.68
BSP-GAD,SIVNI,BPRH HOME,58905.52
BSP-GAD,BPRH,BPRH STR,60050.80
BSP-GAD,BPRH,BPRH ADV STR,60282.92
BSP-GAD,BPRH,A:AG9,61077.83
BSP-GAD,BPRH,SAG:AG11,61950.31
BSP-GAD,BPRH,KTHD HOME,62916.27
BSP-GAD,KTHD,KTHD STR,64407.16
BSP-GAD,KTHD,KTHD ADV STR,64799.28
BSP-GAD,KTHD,SAG:AG13,65666.65
BSP-GAD,KTHD,A:AG15,66701.90
BSP-GAD,KTHD,MWRN HOME,67697.93
BSP-GAD,MWRN,MWRN STR,68770.12
BSP-GAD,MWRN,MWRN ADV STR,69331.50
BSP-GAD,MWRN,SAG:AG19,70734.33
BSP-GAD,MWRN,A:AG21,72104.37
BSP-GAD,MWRN,SRBA HOME,73210.42
BSP-GAD,SRBA,SRBA STR,74535.23
BSP-GAD,SRBA,SRBA ADV STR,74910.79
BSP-GAD,SRBA,SAG:AG25,76320.29
BSP-GAD,SRBA,PLAU HOME,77308.06
BSP-GAD,PLAU,PLAU STR,77841.53
BSP-GAD,PLAU,A:AG27,78955.22
BSP-GAD,PLAU,URGA HOME,79790.99
BSP-GAD,URGA,URGA STR,80767.42
BSP-GAD,URGA,URGA ADV STR,81316.28
BSP-GAD,URGA,SAG:AG29,82000.21
BSP-GAD,URGA,A:AG31,83137.72
BSP-GAD,URGA,SAG:AG33,84158.41
BSP-GAD,URGA,A:AG35,85159.35
BSP-GAD,URGA,SAG:AG37,86130.25
BSP-GAD,URGA,A:AG39,87130.74
BSP-GAD,URGA,KRBA HOME,88358.49
BSP-GAD,KRBA,KRBA STR,89779.59
BSP-GAD,KRBA,KRBA INT STR,90433.88
BSP-GAD,KRBA,KRBA ADV STR,90878.15
BSP-GAD,KRBA,GATE SIG,90959.15
BSP-GAD,KRBA,GATE SIG,91466.01
BSP-GAD,KRBA,A:AG43,92254.25
BSP-GAD,KRBA,KBS HOME,93303.48
BSP-GAD,KBS,KBS STR,94818.80
BSP-GAD,GAD,GAD HOME,95937.37
BSP-GAD,GAD,GAD STR,96600.00
GAD-BSP,GAD,GAD STR,0.00
GAD-BSP,GAD,GAD ADV STR,575.98
GAD-BSP,KBS,KBS HOME,1565.79
GAD-BSP,KBS,KBS STR,2578.15
GAD-BSP,KBS,KBS INT STR,3008.27
GAD-BSP,KBS,KBS ADV STR,3659.03
GAD-BSP,KBS,A:AG42,5052.85
GAD-BSP,KBS,KRBA HOME,5882.13
GAD-BSP,KBS,DJ OPEN,6275.85
GAD-BSP,KRBA,KRBA STR,7614.16
GAD-BSP,KRBA,KRBA ADV STR,8204.33
GAD-BSP,KRBA,A:AG40,9183.54
GAD-BSP,KRBA,SAG:AG38,10092.05
GAD-BSP,KRBA,A:AG36,11043.41
GAD-BSP,KRBA,SAG:AG34,12041.12
GAD-BSP,KRBA,A:AG32,13099.23
GAD-BSP,KRBA,SAG:AG30,14178.38
GAD-BSP,KRBA,URGA HOME,14927.60
GAD-BSP,URGA,URGA STR,16328.48
GAD-BSP,URGA,URGA ADV STR,16563.68
GAD-BSP,URGA,PLAU HOME,17800.90
GAD-BSP,PLAU,PLAU STR,18571.46
GAD-BSP,PLAU,SAG:AG26,19535.09
GAD-BSP,PLAU,SAG:AG24,20718.86
GAD-BSP,PLAU,SRBA HOME,21308.54
GAD-BSP,SRBA,SRBA STR,22468.22
GAD-BSP,SRBA,SRBA ADV STR,22892.04
GAD-BSP,SRBA,A:AG22,24181.60
GAD-BSP,SRBA,SAG:AG20,24967.61
GAD-BSP,SRBA,A:AG18,25951.85
GAD-BSP,SRBA,MWRN HOME,26887.05
GAD-BSP,MWRN,MWRN STR,28149.72
GAD-BSP,MWRN,MWRN ADV STR,28454.46
GAD-BSP,MWRN,A:AG16,29308.43
GAD-BSP,MWRN,SAG:AG14,30130.58
GAD-BSP,MWRN,KTHD HOME,31302.39
GAD-BSP,KTHD,KTHD STR,32564.05
GAD-BSP,KTHD,KTHD ADV STR,32890.64
GAD-BSP,KTHD,SAG:AG12,33789.08
GAD-BSP,KTHD,A:AG10,34800.57
GAD-BSP,KTHD,BPRH HOME,35775.42
GAD-BSP,BPRH,BPRH STR,36912.25
GAD-BSP,BPRH,BPRH ADV STR,37140.59
GAD-BSP,BPRH,SAG:AG8,38159.10
GAD-BSP,BPRH,SAG:AG6,39079.11
GAD-BSP,BPRH,SIVNI HOME,40013.71
GAD-BSP,BPRH,NEU SEC AHEAD,40880.21
GAD-BSP,SIVNI,SIVNI STR,41253.04
GAD-BSP,SIVNI,A:AG4,42653.04
GAD-BSP,SIVNI,A:AG2,44003.04
GAD-BSP,SIVNI,CPH HOME,45203.04
GAD-BSP,CPH,CPH STR,46523.20
GAD-BSP,CPH,CPH ADV STR,47190.44
GAD-BSP,CPH,A:AJ115,48241.10
GAD-BSP,CPH,A:AJ111,49270.04
GAD-BSP,CPH,A:AJ107,50341.34
GAD-BSP,CPH,A:AJ103,51348.79
GAD-BSP,CPH,A:AJ99,52356.49
GAD-BSP,CPH,A:AJ95,53406.50
GAD-BSP,CPH,A:AJ91,54745.02
GAD-BSP,CPH,NIA HOME,55888.07
GAD-BSP,NIA,NIA STR,57435.44
GAD-BSP,NIA,NIA ADV STR,58168.99
GAD-BSP,NIA,A:AJ87,59270.27
GAD-BSP,NIA,A:AJ83,60563.49
GAD-BSP,NIA,A:AJ79,61802.35
GAD-BSP,NIA,NEU SEC AHEAD,62511.74
GAD-BSP,NIA,A:AJ75,63238.70
GAD-BSP,NIA,KPNA PH,63906.41
GAD-BSP,NIA,SAG:AJ71,64274.84
GAD-BSP,NIA,A:AJ67,65691.66
GAD-BSP,NIA,A:AJ63,66772.92
GAD-BSP,NIA,A:AJ59,67938.13
GAD-BSP,NIA,SAG:AJ55,69009.48
GAD-BSP,NIA,A:AJ51,69997.97
GAD-BSP,NIA,AKT HOME,71080.87
GAD-BSP,AKT,AKT STR,72336.94
GAD-BSP,AKT,AKT ADV STR,72676.58
GAD-BSP,AKT,LATIA HOME,73509.62
GAD-BSP,LATIA,LATIA STR,74317.90
GAD-BSP,LATIA,A:AJ45,75479.64
GAD-BSP,LATIA,A:AJ41,76789.11
GAD-BSP,LATIA,KTSH,77512.67
GAD-BSP,LATIA,A:AJ37,78001.96
GAD-BSP,LATIA,A:AJ33,79208.91
GAD-BSP,LATIA,A:AJ29,80273.51
GAD-BSP,LATIA,A:AJ25,81543.51
GAD-BSP,LATIA,A:AJ21,82847.09
GAD-BSP,LATIA,JRMG HOME,84258.86
GAD-BSP,JRMG,JRMG STR,85394.79
GAD-BSP,JRMG,JRMG ADV STR,85709.21
GAD-BSP,JRMG,NEU SEC AHEAD,86321.64
GAD-BSP,JRMG,A:AJ17,87022.73
GAD-BSP,JRMG,A:AJ13,88323.28
GAD-BSP,JRMG,A:AJ09,89458.71
GAD-BSP,JRMG,GTW HOME,90708.75
GAD-BSP,JRMG,GTW INT HOME,91770.74
GAD-BSP,GTW,GTW STR,93046.57
GAD-BSP,GTW,GTW ADV STR,93283.12
GAD-BSP,GTW,A:AJ5,94767.70
GAD-BSP,GTW,A:AJ1,95807.80
GAD-BSP,GTW,BSP HOME,96901.20
GAD-BSP,GTW,BSP INT HOME,97278.42
GAD-BSP,BSP,BSP STR,99082.42
KTES-BSP,KTES,KTES STR,0.00
KTES-BSP,KTES,KTES ADV STR,194.00
KTES-BSP,KMZ,A CABIN HOME,1852.00
KTES-BSP,KMZ,A CABIN STR,2575.00
KTES-BSP,KMZ,A CABIN ADV STR,3318.00
KTES-BSP,KMZ,B CABIN HOME,3332.00
KTES-BSP,KMZ,B CABIN STR,4233.00
KTES-BSP,KMZ,NKJ HOME,5024.00
KTES-BSP,NKJ,C CABIN  STR,6454.00
KTES-BSP,NKJ,NKJ INT STR,7129.00
KTES-BSP,NKJ,NKJ ADV STR,7862.00
KTES-BSP,NKJ,L XING:,8647.00
KTES-BSP,NKJ,JLW INNR DIST,8902.00
KTES-BSP,NKJ,JLW HOME,9924.00
KTES-BSP,JLW,JLW STR,11537.00
KTES-BSP,JLW,L XING:,11687.00
KTES-BSP,JLW,JLW ADV STR,12282.00
KTES-BSP,JLW,IB DIST,15926.00
KTES-BSP,JLW,IB-INR-DIST,16964.00
KTES-BSP,JLW,IB,18008.00
KTES-BSP,JLW,RPD DIST,19897.00
KTES-BSP,JLW,RPD INNR DIST,20927.00
KTES-BSP,JLW,RPD HOME,21930.00
KTES-BSP,JLW,L XING:,22688.00
KTES-BSP,RPD,RPD STR,23574.00
KTES-BSP,RPD,RPD ADV STR,23902.00
KTES-BSP,RPD,NEU SEC,27603.00
KTES-BSP,RPD,VYK DIST,27886.00
KTES-BSP,RPD,VYK INNR DIST,28936.00
